"question","A","B","C","D","answer","direct_answer","extracted_answer","parse_method","is_correct"
"假设您做了 10 次形式为 H0: μ = 25 和 Ha: μ < 25 的独立检验，每个检验采用α = 0.05 的显著性水平上。犯一次第一类错误并在 10 次检验中至少一次不正确地拒绝真实 H0 的概率是多少？","0.05","0.4","0.5","0.6","B","A","A","bare_letter","False"
"假设某一特定电子部件 60% 的寿命超过 3 年，而 70% 的寿命不足 6 年。假设是正态分布，则这些部件的寿命长度的均值和标准差是多少？","μ = 3.677, σ = 3.561","μ = 3.977, σ = 3.861","μ = 4.177, σ = 3.561","μ = 4.377, σ = 3.261","B","A","A","bare_letter","False"
"一位心理学家认为，在促进孩子的良好行为方面，对正确行为的积极奖励比对不良行为的惩罚更有效。制定了一份“正确行为”量表。μ1 = 接受积极奖励的儿童的“正确行为”等级，μ2 = 接受惩罚的儿童的“正确行为”等级。如果 H0: μ1− μ2= 0，那么下面哪一个是关于 HA 的正确说法？","HA: μ1− μ2> 0","HA: μ1− μ2< 0","HA: μ1− μ2≠ 0","上述任何一个都是给定 null 的可接受替代。","A","C","C","bare_letter","False"
"从随机抽样的 n 个家庭的每月杂货支出中确定一个置信区间估计值。以下哪一项会导致较小的误差范围？I.  较小的置信水平。II. 较小的样本标准差。III. 较小的样本量","仅 II","I 和 II","I 和 III","II 和 III","B","D","D","bare_letter","False"
"下列哪项在实验设计中不重要？","混淆变量的控制","将受试者随机分配到不同的治疗方法","使用一个混淆变量来控制安慰剂效应","用足够数量的实验对象来重复实验","C","C","C","bare_letter","True"
"下列哪一项是正确的说法？","第二类错误的概率不依赖于第一类错误的概率。","在进行假设检验时，有可能同时犯第一类和第二类错误。","如果错误地假设数据是正态分布，则会导致第二类错误。","当选择显著性水平α时，将第一类错误的概率恰好设置为α。","D","B","B","bare_letter","False"
"定义一种新的测量方法，作为人口中第 60 百分位和第 40 百分位的分数之差。这一测量将提供有关_____的信息","集中趋势。","可变性。","对称性。","偏态。","B","B","B","bare_letter","True"
"下列哪项在二项设置中是不需要的？","每个试验被认为不是成功就是失败。","每个试验都是独立的。","相关随机变量的值是在第一次成功之前的试验次数。","有固定次数的试验。","C","C","C","bare_letter","True"
"一个出版商用标准箱装运书籍。每箱所装书籍的平均重量为 25 磅，标准差为 2 磅。箱子的平均重量为 1 磅，标准差为 0.15 磅。每箱所用包装材料的平均重量为 2 磅，标准偏差为 0.25 磅。装书后的箱子重量的标准差是多少？","28.000 磅","5.290 磅","4.085 磅","2.021 磅","D","A","A","bare_letter","False"
"一组科学家想要估计下一个繁殖季节返回同一地点的鹅的比例。假设他们决定将样本量从 200 增加到 2,000。这将如何影响样本比例的分布？","样本比例的分布将更加分散。","样本比例的分布将不那么分散。","样本比例分布的分散程度将不受影响。","样本比例的分布将更接近于二项分布。","B","B","B","bare_letter","True"
"一项对 400 名登记选民的电话调查显示，在选举前一个月，256 名选民还没有做出决定。我们有多么确定当时有 60% 到 68% 的选民还没有做出决定？","2.4%","8.0%","64.0%","90.4%","D","D","D","bare_letter","True"
"美国国家橄榄球联盟球员的平均体重约为 248 磅，标准差约为 47 磅。如果随机选择四名球员，则随机变量 W（即四名球员的总体重）的期望值为 992 磅。那么 W 的标准差约为","47 磅","67 磅","94 磅","141 磅","C","A","A","bare_letter","False"
"“一次假设检验产生的 P 值为 0.20。”下面哪一项最好地描述了这句话的意思？","在零假设成立的情况下，得到一个至少与偶然获得的结果一样极端的发现的概率是 0.20","从重复随机抽样中获得与偶然结果同样极端的结果的概率是 0.20。","我们的发现有显著的概率是 0.20。","得到这个发现的概率是0.20。","A","A","A","bare_letter","True"
"关于卡方检验独立性的列联表，下列哪个说法是不正确的？","两个变量的类别都不是数值。","观察频数应该是整数。","期望频数应该是整数。","每个单元格中的期望频数应该至少为 5，为了实现这一点，有时要将一个或另一个或两个变量的类别结合起来。","C","C","C","bare_letter","True"
"跑步者完成马拉松所需的观察到的时间（以分钟为单位）是正态分布的。他这周跑步时间的 z 分数是 -2。下面哪个说法是对他 z 分数的正确解释？","这周他的时间比上周的时间低了两分钟。","这周他的时间比上周的最好时间低了两分钟。","这周他的时间比他的平均时间低了两分钟。","这周他的时间比他的平均时间低了两个标准差。","D","D","D","bare_letter","True"
"某一特定法学院的申请者的法学院入学考试 (LSAT) 平均分为 650 分，标准差为 45 分。假设只考虑分数在 700 分以上的申请者。分数低于 740 分的申请人占多大比例？（假设分数是正态分布。）","13.3%","17.1%","82.9%","86.7%","C","A","A","bare_letter","False"
"在同样的测试中，Mary 和 Pam 的得分分别为第 64 和第 56 百分位。下列哪项是正确的说法？","Mary 比 Pam 多得 8 分。","Mary 的分数比 Pam 高 8%。","参加测试的人中有 8% 的人得分在 Pam 和 Mary 之间。","36 个人的得分比 Mary 和 Pam 都高。","C","C","C","bare_letter","True"
"一项研究检查了大约 23,000 名患者的医疗记录，这些患者大多位于亚洲。他们发现，每天至少喝三杯绿茶的患者患抑郁症的几率要低得多。在一篇关于这项研究的美国报纸文章中，不应该提出下列哪个说法？","喝绿茶的人也可能比不喝绿茶的人有更健康的生活方式。","喝绿茶的人也可能比不喝绿茶的人有更积极的人生观。","因为这是观察性数据，所以喝绿茶和抑郁症发病率较低之间的联系并不表示有因果关系。","想要避免抑郁症的人应该考虑每天喝绿茶。","D","C","C","bare_letter","False"
"一位研究人员计划对某一特定州的校长们进行调查，并且他有 125 个学区中每个学区聘用的校长名单。调查程序是从每个学区随机抽取校长样本，而不是将所有名单组合在一起，然后从整个组中抽取样本。下面哪个是正确的结论？","这是一个简单随机样本，它比从整个校长总体中抽样更容易，成本更低。","这是一个整群样本，其中总体被分成异质组，称为整群。","这是一个系统抽样的例子，其中只要名单的原始顺序与所考虑的变量无关，这种抽样就会给出一个合理的样本。","这是一个分层样本，它可以提供一个简单随机样本无法提供的比较信息。","D","C","C","bare_letter","False"
"在实验中，对照组应该接受","与实验组相反的治疗方法。","在不知道实验组接受治疗的情况下接受与实验组相同的治疗。","除了接受检查中的治疗外，接受与实验组相同的程序。","除了随机决定接受检查中的治疗外，接受与实验组相同的程序。","C","B","B","bare_letter","False"
"Tina 的科学展览项目是估算她所在城市供水系统中化学物质的平均含量。起初，她决定使用 15 个随机样本进行观察。但是她的老师要求她做 35 次观察。来自 35 次观察的均值和标准差结果与来自 15 次观察的均值和标准差大致相同。使用 35 个观察值而不是 15 个观察值有什么优势吗？","没有任何优势。因为平均值和标准差大致相同，所以使用 35 个观察值计算的置信区间应该与使用 15 个观察值计算的置信区间大致相同。","没有任何优势。事实上，20 次额外的观察会增加误差的可能性。","没有任何优势。因为她进行了 35 次观察而不是 15 次观察，所以使用 35 次观察的置信区间将比使用 15 次观察的置信区间更宽。","有一些优势。因为她进行了 35 次观察而不是 15 次观察，所以使用 35 次观察的置信区间将比使用 15 次观察的置信区间更窄。","D","D","D","bare_letter","True"
"一个大型人群总体的总胆固醇水平严重偏斜，其中平均值为 210 毫克/分升，标准差为 15 毫克/分升。如果从这个总体中反复抽取样本量为 16 的随机样本，下列哪个选项恰当地描述了这些样本均值的抽样分布？","形状未知，均值为 210，标准差为 15。","形状有点偏右，均值为 210，标准差为 3.75。","形状近似为正态，均值为 210，标准差为 15。","形状近似为正态，均值为 210，标准差为 3.75。","B","A","A","bare_letter","False"
"进行了一个实验，其中反应变量为参与者跳远成绩的平均增益。将使用具有 5% 显著性水平的两样本 t 检验来分析结果。如果其他条件保持不变，下列哪一项关于程序可能发生的变化的描述是正确的？","从同等大小的治疗组到非常不同大小的治疗组的变化将增加检验的功效。","从 5% 显著性水平到 1% 显著性水平的变化将增加检验的功效。","采取更仔细的测量来减少响应的可变性，这将增加检验的功效。","增加样本量将减少第一类错误的概率。","C","D","D","bare_letter","False"
"一个流水线机器应该可以生产直径为 1.25 厘米的滚珠轴承。每天早上，第一批生产出来的 30 个轴承都会被拉出来测量。如果它们的平均直径低于 1.23 厘米或超过 1.27 厘米，机器就会停止工作，并在恢复生产之前请工程师进行调整。质量控制程序可以看作是一个假设检验，其中零假设H0: μ = 1.25，备择假设 Ha: μ ≠ 1.25。当零假设被拒绝时，请工程师进行调整。在检验术语中，第二类错误会导致什么？","有理由停止生产以调整机器","生产过程中不必要的中断","继续生产错误尺寸的滚珠轴承","继续生产正确尺寸的滚珠轴承","C","B","B","bare_letter","False"
"我们感兴趣的是一个大城市中失业人口的比例 p。在一个 500 人的简单随机样本中，8% 的人失业。p 的 95% 置信区间估计的中点是多少？","0.012","0.025","0.475","以上都不是。","D","C","C","bare_letter","False"
"一家保险公司想研究一个大城市的驾驶员在两次汽车事故之间的间隔时间。他们计划从一个驾驶员样本中获取并分析数据。下列哪项是正确的说法？","一个合理的、节省时间和成本的程序是对该市所有 AAA（美国汽车协会）成员的可用名单进行系统抽样。","一个合理的、节省时间和成本的程序是随机选择家庭，并将其中每个家庭的所有驾驶员纳入样本。","为了确定事故之间的平均年数，只要样本量非常大，选择驾驶员样本时的随机性并不重要。","以上都不是正确的说法。","D","B","B","bare_letter","False"
"下面哪个是中心极限定理？","无论总体如何分布，随着样本量的增加，样本均值的均值会越来越接近总体均值。","无论总体如何分布，随着样本量的增加，样本均值的标准差会越来越接近于总体标准差除以样本量的平方根。","如果总体是正态分布，那么随着样本量的增加，样本均值的抽样分布将更接近于正态分布。","中心极限定理指的是别的东西。","D","B","B","bare_letter","False"
"一个现成蛋糕粉的制造商有兴趣设计一个实验，以测试四种不同的温度水平（300、325、350 和 375 华氏度）、两种不同类型的烤盘（玻璃和金属）和三种不同类型的烤箱（燃气、电力和微波炉）在所有组合下对蛋糕质地的影响。下列哪一项是对必要实验设计的最佳描述？","一个完全随机设计，有 9 个治疗组","一个完全随机设计，有 24 个治疗组","一个随机区组设计，按温度分区，有 6 个治疗组","一个随机区组设计，按烤盘类型分区，有 12 个治疗组","B","B","B","bare_letter","True"
"进行了一项研究，目的是确定更多的学业学习时数是否会导致篮球运动员得分更高。在对 50 名篮球运动员的调查中，人们注意到，25 名自称学习时间最多的人比 25 名学习时间较少的人平均得分更高。根据这项研究，教练开始要求球员花更多的时间学习。下列哪一项是正确的说法？","虽然这项研究可能有其缺陷，但它仍然证明了因果关系。","很可能有一个混淆变量对这种表面上的关系负责。","虽然这是一个对照实验，但教练的结论是不合理的。","为了让运动员更多地学习，让他们在球场上投入更多的练习时间来提高他们的平均得分会更有意义，因为更高的平均得分似乎与更多的学习时间有关。","B","B","B","bare_letter","True"
"世界各地的生物学家都在加大保护力度。监测野生动物的数量很重要，这样才能实施适当的管理工作，但这种监测往往很困难。一项研究发现了一种廉价而简单的方法，通过监测每分钟听到的叫声来估计燕鸥（一种海鸟）的筑巢地点数量。正如人们所预料的那样，鸟儿越多，叫声就越多。事实上，结果表明，叫声的数量解释了繁殖地点之间巢穴丰度变化的 71%。以下哪个关于鸟叫次数和巢穴数量之间的关系的说法是正确的？","相关系数为 -0.71。","相关系数为 0.71。","相关系数为 -0.84。","相关系数为 0.84。","D","B","B","bare_letter","False"
"一家公司有 1000 名员工，平均分布在 5 个装配厂。将按以下方法选择一个 30 名员工的样本。请 5 名经理各自将把各自员工的 200 张考勤卡放在一个袋子里，摇一摇，然后随机抽出 6 个名字。每个工厂的 6 个名字将被放在一起组成样本。这种方法是否将产生 1000 名员工的简单随机样本？","是，因为每名员工都有同样的机会被选中。","是，因为每个工厂都有同等的代表性。","是，因为这是一个分层抽样的例子，是一个简单随机抽样的特例。","否，因为不是每组 30 名员工都有相同的被选中的机会。","D","D","D","bare_letter","True"
"一名医生希望一种新的手术技术能比标准技术缩短恢复时间。为了检验这一点，他设计了一个实验，其中，需要这种手术的患者被随机分配到标准技术和新技术中。然后比较各治疗组的平均恢复时间。假设推理条件满足，应该使用哪种分析？","t 检验用于均值。","t 检验用于均值差异。","z 检验用于均值。","z 检验用于均值差异。","B","A","A","bare_letter","False"
"一位研究人员计划进行一项研究，以调查成年人对美国经济的长期信心。在一个工作日的下午，在受访者离开华尔街的一栋办公楼时，她随机抽取了 30 名成年人作为样本。除了两人以外，所有成年人都同意参加这项调查。以下哪个结论是正确的？","根据简单随机抽样的证明，对机会的正确利用使这次调查成为一个精心设计的调查。","高回复率表明使这次调查成为一个精心设计的调查。","选择偏差使这次调查成为一个设计糟糕的调查。","像这样的自愿回复研究过于强调有强烈意见的人。","C","D","D","bare_letter","False"
"为了研究音乐对一家服装制造商计件工作产出的影响，计划了两种实验治疗：一组人全天听古典音乐，另一组人全天听轻摇滚音乐。以下哪一组最适合作为这个研究的对照组？","不播放音乐的第三组","每天随机听古典或轻摇滚音乐的第三组","整天听 R & B 音乐的第三组","每天上午听古典音乐、下午听轻摇滚音乐的第三组","A","A","A","bare_letter","True"
"从 1886 年到 2000 年，平均每年有 8.7 个热带气旋，其中平均 5.1 个成为飓风。假设任何一个气旋成为飓风的概率与其他气旋发生的情况无关，如果一年内有 5 个气旋，那么至少有 3 个气旋成为飓风的概率是多少？","0.313","0.345","0.586","0.658","D","A","A","bare_letter","False"
"一个独立性卡方检验将在一个 3 × 4 列联表上进行。这个检验有多少个自由度？","6","8","10","11","A","C","C","bare_letter","False"
"在一家大型医院里，从登记到出院的急诊室就诊时间近似为正态分布，其中均值为 167 分钟，标准差为 76 分钟。哪个区间（精确到每一分钟）包含中间 80% 的持续时间？","15 分钟到 319 分钟","53 分钟到 281 分钟","70 分钟到 264 分钟","91 分钟到 243 分钟","C","D","D","bare_letter","False"
"在随机抽取的一个数学课学生样本中，学习时间（小时）与一次期末考试成绩 (0-100) 的关系为：成绩 = 50.25 + 10.2 (h) 如果一个学生学习两个小时，她的成绩会受到怎样的影响？","她的成绩将提高 40.05 分。","她的成绩将提高 20.4 分。","她的成绩将保持不变。","她的成绩将下降 10.2 分。","B","B","B","bare_letter","True"
"一家护肤产品生产商创造了一种痤疮治疗乳膏的新配方。为了比较新乳膏与旧乳膏的疗效，该生产商进行了一个双盲随机实验。有痤疮的志愿者在一侧脸上用旧配方，另一侧用新配方，并且哪一侧用哪一种配方是随机决定的。响应变量是粉刺数量的差异（旧配方-新配方）。下面哪一种显著性检验是正确的？","双比例 z 检验","双样本 t 检验","配对 t 检验","独立性卡方检验","C","A","A","bare_letter","False"
"一家制药公司想要检验一种新的降胆固醇药物与之前的药物的对比。它没有预料到胆固醇水平和性别之间有多大的联系，但它确实预料到了胆固醇水平和一个人的运动量之间的联系。对于随机区组设计，它应该：","根据性别进行分区，因为性别与胆固醇水平无关。","根据性别进行分区，因为男性和女性是不同的。","根据药物类型进行分区，因为它可能与胆固醇水平有关。","根据运动量进行分区，因为运动量与胆固醇水平有关。","D","D","D","bare_letter","True"
"将进行一项实验，以确定服用鱼油胶囊还是大蒜胶囊对胆固醇水平的影响更大。在过去的研究中，人们注意到每天的运动强度（低、中、高）与胆固醇水平有关，但平均睡眠时间（< 5、5 - 8、> 8 小时）与胆固醇水平无关。这个实验应该通过_____来完成","根据运动强度进行分区","根据睡眠时间进行分区","根据胆固醇水平进行分区","根据胶囊类型进行分区","A","A","A","bare_letter","True"
"对狗进行的心丝虫检验显示，96% 患有心丝虫的狗有阳性结果，98% 没有心丝虫的狗是阴性结果。如果 10% 的狗确实患有心丝虫，那么检验呈心丝虫阳性的随机选择的一只狗真的患有心丝虫的概率是多少？","11%","18%","84%","88%","C","D","D","bare_letter","False"
"假设 X 和 Y 是随机变量，μx = 32， σx = 5， μy = 44，σy = 12。假设 X 和 Y 是独立的，那么随机变量 X + Y 的均值和标准差是多少？","μx+y = 76, σx+y = 8.5","μx+y = 76, σx+y = 13","μx+y = 76, σx+y = 17","μx+y = 38, σx+y = 17","B","A","A","bare_letter","False"
"一所高中向从去年毕业班中随机选择的 75 名学生的样本发送了一份调查。被选中的人中有 27 人没有回复调查。最好的行动计划是：","使用返回的调查，并将样本量更改为 48 进行分析。","使用返回的调查，并保留 75 个样本量用于分析。","随机选择 27 个额外的班级成员，并向他们发送调查。","跟进那些没有返回调查的人，鼓励他们回复。","D","D","D","bare_letter","True"
"Bee 先生的统计学班在一个标准化检验中的标准差为 11.2，而 Em 先生的班级在同一检验中的标准差为 5.6。以下哪项是关于这两个班级在检验中的表现的最合理的结论？","Bee 先生的班级没有 Em 先生的班级那样异质化。","Em 先生的班级比 Bee 先生的班级更加同质化。","Bee 先生的班级表现是 Em 先生的两倍。","Em 先生的班级不如 Bee 先生的班级做得好。","B","B","B","bare_letter","True"
"当一名患者向医生主诉某一组特定症状时，医生有 15% 的几率将患者诊断为疾病 A。如果一个有这些症状的患者被诊断为疾病 A，他或她有 70% 的几率被诊断为疾病 B。没有被诊断为疾病 A 的有这些症状的患者有 10% 的几率被诊断为疾病 B。有这组症状的患者被诊断为至少有其中一种疾病的概率是多少？","0.235","0.25","0.765","0.85","A","A","A","bare_letter","True"
"一个简单随机样本是根据_____定义的","选择方法。","结果检查。","以上两者都是。","样本在总体中的代表性。","A","C","C","bare_letter","False"
"在一项关于吃肉制品对体重水平影响的研究中，由 500 名承认每天至少吃一次肉的受试者组成的一个 SRS 与由 500 名自称素食者组成的一个独立 SRS 进行了体重比较。在第二项研究中，由 500 名受试者组成的一个 SRS 每天至少吃一顿肉，持续 6 个月，而另外由 500 名其他人组成的一个独立 SRS 被选中接受 6 个月的严格素食，并且他们在 6 个月后比较体重。","第一项研究是对照实验，而第二项研究是观察性研究。","第一项研究是观察性研究，第二项是对照实验。","这两项研究都是对照实验。","这两项研究都是观察性研究。","B","B","B","bare_letter","True"
"下面哪个是对术语的正确描述？","因子是一个响应变量。","重复性是指实验要重复几次。","水平和治疗是一样的。","实验单位与受试者是一样的。","D","D","D","bare_letter","True"
"在本周的陪审员候选人池中，30% 的潜在陪审员是女性。一个特定的审判要求在 12 名陪审员中至少有 3 名是女性。如果从候选人池中随机选出一个 12 人的陪审团，其符合本次审判要求的概率是多少？","0.168","0.843","0.915","在不知道陪审员候选人池人数的情况下，无法确定答案。","D","C","C","bare_letter","False"
"一个职业介绍机构专门为工人安排适合他们的工作。根据过去的经验，该机构知道，在它所安排的所有工人中，有 20% 在一年后将不再从事他们被安排的职位；然而，在第一年之后仍在的工人中仅 5% 的第二年离开。在一年开始时，一名雇主雇用了 100 名工人，然后在第二年开始时，该雇主又雇用了 100 名工人。在这 200 名工人中，预计有多少人在第二年年底还在工作？","140","144","152","156","D","C","C","bare_letter","False"
"一位报社记者查阅了过去 12 个月的警方交通事故报告，以收集有关车速和制动距离的数据。然后，记者构造了一个散点图，并计算出一个相关系数来表示汽车的速度和制动距离之间的关系。这是一个_____的例子","双盲研究","单盲研究","完全没有设盲的研究","观察性研究","D","D","D","bare_letter","True"
"在下列哪种情况下，二项模型不是描述结果的合适模型？","掷三次硬币时正面出现的次数","一周内下雨天的天数","一个有五个孩子的家庭中女孩的数量","一个 22 人的班级中出席的学生人数","B","C","C","bare_letter","False"
"关于一份建议增加学校预算的问卷中可采用以下两种可能的措词：","第一种显示 58%，第二种显示 13%，因为从问题的措辞可以看出，缺乏随机化。","第一种显示 13%，第二种显示 58%，因为问题的措辞产生了安慰剂效应。","第一种显示 58%，第二种显示 13%，因为没有对照组。","第一种显示 58%，第二种显示 13%，因为问题的措辞造成了反应偏差。","D","D","D","bare_letter","True"
"公司 I 生产的爆破导火索平均燃烧 50 分钟，标准差为 10 分钟，而公司 II 广告宣传的导火索平均燃烧 55 分钟，标准差为 5 分钟。哪家公司的导火索更有可能持续至少一个小时？假设导火索燃烧时间呈正态分布。","公司 I，因为它的标准差更大","公司 II，因为它的均值更大","对于两家公司来说，导火索燃烧持续至少 1 小时的概率是 0.159","对于两家公司来说，导火索燃烧持续至少 1 小时的概率是 0.841","C","D","D","bare_letter","False"
"在对丰田车主的一份随机样本调查中，112 人中有 83 人表示满意丰田的前轮驱动，而在对斯巴鲁车主的类似调查中，81 人中有 76 人表示满意斯巴鲁的四轮驱动。据报道，丰田和斯巴鲁车主对其驱动系统满意的比例差异的 90% 置信区间估计为 -0.197±0.081。下面哪一个是正确的结论？","该区间无效，因为概率不能为负。","该区间无效，因为它不包含零。","斯巴鲁车主对其驱动系统的满意度比丰田车主高出约 19.7%。","我们有 90% 的信心，丰田和斯巴鲁车主之间对其驱动系统满意的比例差异在 -0.278 和 -0.116 之间。","D","D","D","bare_letter","True"
"下列关于相关系数的说法哪一个是正确的？","相关系数和回归线的斜率可能有相反的符号。","相关系数为 1 表示变量之间有完美的因果关系。","+0.87 和 -0.87 的相关系数表明回归线周围的聚集程度相同。","相关系数同样适用于定量和分类数据。","C","A","A","bare_letter","False"
"一个大型校区的校董会正在为学生提出一项新的着装规范。一些学生认为这一着装规范不公平地针对女学生。为了了解男生和女生在反对新着装规范方面是否存在差异，他们对该校区随机抽取的 60 名男生和 70 名女生进行了一次民意调查。他们发现 66 名女性反对着装规范，50 名男性反对着装规范。以下哪项解释了为什么双比例 z 检验不合适？","样本量是不同的。","样本量太大了。","两组的成功次数和失败次数都不够多。","总体分布的形状尚不清楚。","C","A","A","bare_letter","False"
"一款软饮料分配器可以进行调整，以分配任何固定的盎司数量。如果机器运行的标准偏差等于 0.3 盎司，那么为了在不到 1% 的几率使一个 12 盎司的杯子溢出，均值设置应该是多少？假设分配的盎司呈正态分布。","12 - 0.99(0.3) 盎司","12 - 2.326(0.3) 盎司","12 - 2.576(0.3) 盎司","12 + 2.326(0.3) 盎司","B","C","C","bare_letter","False"
"Yum-Yum Good 棒棒糖的平均热量是 210 卡路里，标准差是 10 卡路里。如果每个棒棒糖的热量是正态分布的，有多少百分比的棒棒糖含有超过 225 卡路里的热量？","66.80%","47.70%","43.30%","6.68%","D","C","C","bare_letter","False"
"在一家受欢迎的面包店，每天对面包的平均需求量为 2,500 个，标准差为 225 个。面包店每天早上烤 3,000 个面包。今天面包卖完的概率是多少？假设该面包店面包的日需求量均值是正态分布的。","0.8333","0.1667","0.9869","0.0132","D","A","A","bare_letter","False"
"同时掷两个骰子。如果两个骰子都显示为 6，那么玩家赢得 20 美元；否则玩家就会输掉游戏。玩这个游戏要花 2.00 美元。每场游戏的预期收益或损失是多少？","玩家将获得 0.55 美元。","玩家将获得 1.44 美元。","玩家将损失 0.55 美元。","玩家将损失 1.44 美元。","D","B","B","bare_letter","False"
"假设投掷一个均匀的骰子三次，每次都得到一个偶数。下列哪项是正确的说法？","根据大数定律，下一次掷骰子更有可能是奇数而不是偶数。","根据条件概率的性质，如果连续投掷三次是偶数，那么下一次投掷更有可能是偶数。","骰子实际上是有记忆的，因此下一次掷出的数字会受到之前掷出的数字的影响。","下一次投掷还是偶数的概率是 0.5。","D","B","B","bare_letter","False"
"一个大都市地区的出租车平均每年行驶 75,000 英里，标准差为 12,000 英里。如果已知一辆随机选择的出租车已经行驶了超过 80,000 英里，那么它行驶不到 100,000 英里的概率是多少？假定出租车的年行驶里程为正态分布。","0.06","0.34","0.66","0.94","D","C","C","bare_letter","False"
"一所大学的注册办公室注意到，很多学生没有申报地址变更。注册官决定从当前学生目录中随机抽取 150 名学生，并确定在记录中有正确地址的学生人数。然后，他使用这些信息来构建一个 95% 的置信区间。下列哪个说法一定是正确的？","这所大学的学生在记录中拥有正确地址的真实比例在所构建的置信区间内。","这所大学 95% 的学生在记录中有正确的地址。","这所大学的学生在记录中拥有正确地址的真实比例在 95% 的情况下在置信区间内。","这所大学的学生在记录中拥有正确地址的样本比例在置信区间内。","D","D","D","bare_letter","True"
"一名植物学家对检验 H0: μ = 3.5 厘米与 Ha: μ > 3.5 很感兴趣，其中μ = 一种花的平均花瓣长度。50 个花瓣的随机样本给出了显著性水平为 5% 时的显著性结果。关于估计平均花瓣长度的置信区间的下列哪个说法是正确的？","3.5 厘米的指定平均长度在 90% 置信区间内。","3.5 厘米的指定平均长度不在 90% 置信区间内。","3.5 厘米的指定平均长度低于 90% 置信区间的下限。","3.5 厘米的指定平均长度低于 95% 置信区间的下限。","B","B","B","bare_letter","True"
"一位牙医注意到，在他职业生涯中所看诊过儿童中，每 7 个儿童中就有 2 个在 10 岁之前患上了蛀牙。上周，他检查了 5 个 10 岁以下没有血缘关系的儿童的牙齿。设 X 为 10 岁前患蛀牙的儿童人数。下列哪一项给出了至少一个儿童在 10 岁之前长蛀牙的概率？","P(X = 2, 3, 4, 5, 6, 7)","P(X = 2/7)","P(X = 1)","1 – P(X = 0)","D","D","D","bare_letter","True"
"关于 χ2 概率分布函数，下列哪项是不正确的？","χ2 曲线下的面积为 1。","χ2 仅为了变量的非负值而定义。","当自由度较小时，曲线表现出较强的右偏态。","对于相同的α，随着自由度数的增加，拒绝域的临界值减小。","D","D","D","bare_letter","True"
"从一个特定型号的汽车的随机样本中估计出了一辆车的售价（以 1,000 美元为单位）和车龄（以年为单位）之间的关系。其关系可从以下公式中得出：销售价格 = 15.9 - 0.983（车龄）从这个方程我们可以得出下列哪一个结论？","汽车每老化一年，售价就下降大约 9.83%。","一辆新车的平均价格为 9,830 美元。","汽车每老化一年，售价就会下降大约 1,590 美元。","汽车每老化一年，售价就会下降大约 983 美元。","D","D","D","bare_letter","True"
"考虑一个 H0 : μ = 70 且 Ha : μ < 70 的假设检验。当μ = 65 时，下列显著性水平和样本量的选择中哪一个会导致检验的最大功效？","α = 0.05, n = 15","α = 0.01, n = 15","α = 0.05, n = 30","α = 0.01, n = 30","C","D","D","bare_letter","False"
"一个养鸡产蛋的农民希望他的鸡蛋的平均质量是 56 克。他正在考虑购买一种不同类型的母鸡，所以他随机抽取了这种母鸡下的 18 个蛋的样本。质量呈对称分布，为丘形，均值为 54.1 克，无异常值。农场主进行了 t 检验，看看是否有证据表明这些母鸡的鸡蛋的平均质量与 56 克不同，得到了 t= -1.973 的检验统计量。如果他使用 5% 的显著性水平，下面哪个是正确的结论和原因？","因为它比 ±1.96 更极端，他应该拒绝零假设。在 5% 显著性水平下，他有令人信服的证据表明，这些母鸡产的鸡蛋的平均质量与 56 克不同。","因为在 17 个自由度下它没有 t 的临界值那么极端，所以他不应该拒绝零假设。在 5% 显著性水平下，他没有令人信服的证据表明，这些母鸡产的鸡蛋的平均质量与 56 克不同。","因为在 18 个自由度下它没有 t 的临界值那么极端，所以他不应该拒绝零假设。在 5% 显著性水平下，他没有令人信服的证据表明，这些母鸡产的鸡蛋的平均质量与 56 克不同。","因为在 18 个自由度下它比 t 的临界值更加极端，所以他不应该拒绝零假设。在 5% 显著性水平下，他没有令人信服的证据表明，这些母鸡产的鸡蛋的平均质量与 56 克不同。","B","C","C","bare_letter","False"
"一位学校委员会成员正在游说提高汽油税，以支持县学校系统。当地报纸对县居民进行了一项调查，以评估他们对这种增税的支持程度。这里有利益关系的总体是什么？","所有学龄儿童","所有县居民","所有有学龄子女的县居民","所有有孩子在县学校系统里的县居民","B","C","C","bare_letter","False"
"为了调查你的高中学生的意见，一名研究人员计划在早晨进入学校的每 25 个学生中进行选择。假设没有缺勤，这是否将产生一个关于去你学校上学的学生的简单随机样本？","是，因为每个学生都有同样的机会被选中。","是，但只有在学校只有一个入口的情况下才如此。","是，因为未被选中的每 25 名学生中有 24 人将组成一个对照组。","否，因为不是每个拥有预期样本量的样本都有相同的被选中的机会。","D","D","D","bare_letter","True"
"以下哪个是正确的说法？","虽然设计合理的实验可以强有力地表明因果关系，但完整的人口普查是建立这种关系的唯一方式。","如果设计合理，观察性研究可以建立因果关系，就像设计合理的实验一样。","对照实验通常在以后进行，以确定观察性研究首先表明的因果关系。","在观察性研究中克服偏差的一个有用方法是增加样本量。","C","B","B","bare_letter","False"
"一个汽车服务站提供换机油、换轮胎以及其他服务。其 60% 的客户要求更换机油，30% 的客户要求更换轮胎，10% 的客户两者都要求。一位顾客要求换机油。这个客户不要求更换轮胎的概率是多少？","0.42","0.5","0.7","0.833","D","C","C","bare_letter","False"
