"question","A","B","C","D","answer","direct_answer","extracted_answer","parse_method","is_correct"
"Uhusiano baina ya muda wa kusoma (kwa saa) na alama za mtihani wa mwisho (0-100) katika sampuli ya nasibu ya wanafunzi katika darasa la hisabati ulipatikana kuwa Daraja 50.25 + 10.2 (h) Je, daraja la mwanafunzi litaathiriwa vipi ikiwa atasoma kwa saa mbili?","Daraja lake litapanda kwa alama 40.05","Daraja lake litapanda kwa alama 20.4","Daraja lake litabaki vile vile","Daraja lake litashuka chini kwa alama 10.2","B","B","B","bare_letter","True"
"Mzalishaji wa bidhaa za kutunza ngozi ameunda fomyula mpya ya malai yake ya kuponya chunusi. Ili kupima ufanisi wa malai haya mapya dhidi ya yale ya zamani, ilifanya jaribio la nasibu la upofu wa pande mbili. Watu waliojitolea kwenye chunusi walijaribu fumyula ya zamani upande mmoja wa nyuso zao na fomyula mpya kwenye upande mwingine, na uamuzi wa upande upi upakwe fomyula ipi ulifanywa kwa nasibu. Kigeu cha mwitikio kilikuwa ni utofauti katika idadi ya chunusi (fomyula ya zamani - fomyula mpya). Ni lipi jaribio muhimu ambalo ni sahihi kulifanya?","Jaribio-z lenye uwiano wa pande mbili","Jaribio t lenye uwiano wa pande mbili","Jaribio-t la jozi mbili zilizolinganishwa","Jaribio la uhuru la mraba-chi","C","B","B","bare_letter","False"
"Kampuni ya kutengeneza dawa inataka kupima dawa mpya ya kupunguza lehemu dhidi ya dawa ya hapo awali. Haitarajii uwepo wa uhusiano mkubwa kati ya kiwango cha lehemu na jinsia, lakini inatarajia uwepo wa uhusiano kati ya kiwango cha lehemu na kiasi cha mazoezi ambayo yanafanywa na mtu huyo. Kwa muundo wa nasibu wenye kizuizi, inapaswa:","Kuweka kizuizi kwa jinsia kwa sababu haihusiani na kiwango cha lehemu.","Kuweka kizuizi kwa jinsia kwa sababu wanaume na wanawake wanatofautiana.","Kuweka kizuizi kwenye aina ya dawa kwa sababu inaweza kuwa na uhusiano na kiwango cha lehemu.","Kuweka kizuizi kwa kiwango cha mazoezi kwa sababu kinaweza kuwa na uhusiano na kiwango cha lehemu.","D","D","D","bare_letter","True"
"Jaribio litafanyika ili kubainisha ikiwa kutumia vidonge vya mafuta ya samaki au vidonge vya kitunguu saumu vina athari ya kutosha kwa kiwango cha lehemu. Katika tafiti za awali zilibaini kwamba ukali wa mazoezi ya kila siku (chini, kiasi, makali) una uhusiano na kiwango cha lehemu, lakini urefu wa wastani wa kulala (5, 5 - 8, > saa 8) hauna uhusiano na kiwango cha lehemu. Jaribio hili linapaswa kufanyika","kwa kuzuia ukali wa mazoezi","kwa kuzuia urefu wa muda unaotumika kulala","kwa kuzuia kiwango cha lehemu","kwa kuzuia aina ya kidonge","A","D","D","bare_letter","False"
"Jaribio la mnyoo wa moyo katika mbwa linaonyesha matokeo chanya katika 96% ya mbwa ambao wana minyoo ya moyo, na linaonyesha matokeo hasi katika 98% ya mbwa ambao hawana minyoo ya moyo. Ikiwa minyoo ya moyo kimsingi hutokea katika 10% ya mbwa, je kuna uwezekano upi wa kwamba mbwa aliyechaguliwa kwa nasibu ambaye vipimo yanaonyesha ana minyoo ya moyo kweli ana minyoo ya moyo?","11%","18%","84%","88%","C","C","C","bare_letter","True"
"Tuchukulie X na Y ni vigeu vya ansibu vyenye μx = 32, σx = 5, μy = 44, and σy = 12. Kwa kuzingatia kwamba X na Y zinajitegemea, je upi ni wastani na mkengeuko wa kawaida wa kigeu cha nasibu cha X + Y?","μx+y = 76, σx+y = 8.5","μx+y = 76, σx+y = 13","μx+y = 76, σx+y = 17","μx+y = 38, σx+y = 17","B","B","B","bare_letter","True"
"Sekondari ya juu ilituma utafiti kwa sampuli iliyochaguliwa kwa nasibu ya wahitimu 75 wa darasa la wahitimu wa mwaka jana. 27 kati ya hao waliochaguliwa hawakurejesha utafiti. Mpango wa hatua bora zaidi ungekuwa:","Kutumia tafiti ambazo zilirejeshwa na kubadili ukubwa wa sambuli kuwa 48 kwa ajili ya kuchanganuliwa.","Kutumia tafiti ambazo zilirejeshwa na kuacha ukubwa wa sampuli kuwa 75 kwa ajli ya kuchanganuliwa.","Kuchagua kwa nasibu washiriki zaidi 27 kutoka darasa hilo na kuwatumia utafiti.","Kufuatilia wale ambao hawakurudisha utafiti na kuwahimiza kutoa majibu.","D","D","D","bare_letter","True"
"Darasa la takwimu la Bw. Bee lilikuwa na mkengeuko wa kawaida wa 11.2 kwa jaribio lililosanifishwa, wakati darasa la Bw. Em lilikuwa na mkengeuko wa kawaida wa 5.6 katika jaribio hilo hilo. Je, kati ya mahitimisho haya yafuatayo, ni lipi linaleta maana zaidi kuhusiana na ufaulu wa madarasa hayo mawili katika jaribio?","Darasa la Bw. Bee lina utofauti kidogo kuliko la Bw. Em.","Darasa la Bw. Em lina usawa zaidi kuliko la Bw. Bee.","Darasa la Bw. Bee lilifanya vizuri mara mbili zaidi ya lile la Bw. Em.","Darasa la Bw. Em alikufanya vizuri kama lile la Bw. Bee.","B","B","B","bare_letter","True"
"Wakati mgonjwa analalamika kwa daktari kuhusu seti fulani ya dalili, daktari hugundua mgonjwa kuwa na Hali A 15% kwa kila wakati. Ikiwa mgonjwa mwenye dalili hizi anagundulika kuwa na Hali A, anagundulika kuwa na Hali B 70% kwa kila wakati.  Mgonjwa mwenye dalili hizi ambaye hakugundulika na Hali A anagundulika kuwa na Hali B 10% kwa kila wakati. Je, kuna uwezekano gani kwamba mgonjwa mwenye seti hizi za dalili atagundulika kuwa na angalau mojawapo ya hali hizi?","0.235","0.25","0.765","0.85","A","C","C","bare_letter","False"
"Sampuli rahisi ya nasibu inafafanuliwa kwa","njia ya kuichagua.","uchunguzi wa matokeo.","zote mbili hapo juu.","kwa kiasi gani sampuli inawakilisha idadi ya jumla.","A","C","C","bare_letter","False"
"Katika utafiti fulani kuhusu athari za kiwango cha uzito zinazohusiana na kula bidhaa zitokanazo na nyama, SRS ya watu 500 ambao walikubali kula nyama angalau mara moja kwa siku walipimwa uzani wao na kulinganishwa na wale wa SRS huru ya watu 500 ambao walidai kuwa ni wala mbogamboga tu. Katika utafiti wa pili, SRC ya wahusika 500 walipatiwa angalau mlo wa nyama mmoja kwa kila baada ya miezi 6, wakati SRC huru ya wahusika wengine 500 walichaguliwa kupokea mlo unaohusisha mbogamboga tu kwa miezi 6, huku uzani ukilinganishwa baada ya miezi 6.","Utafiti wa kwanza ni jaribio linalodhibitiwa, wakati wa pili ni utafiti wa kutazama.","Utafiti wa kwanza ni wa kutazama, wakati wa pili ni jaribio linalodhibitiwa.","Tafiti zote ni majaribio yanayodhibitiwa.","Tafiti zote ni tafiti za kutazama.","B","B","B","bare_letter","True"
"Ufafanuzi upi kati ya huu ni sahihi kuhusu istilahi hiyo?","Namba kamilifu ni kigeu kinachoitika.","Urudufushaji unamaanisha jaribio linapaswa kurudiwa mara kadhaa.","Viwango ni vinalingana sawa ushughulikiaji.","Vipimo vya majaribio viko sawa na wahusika/vihusika.","D","C","C","bare_letter","False"
"Katika kikundi cha baraza la wazee wa mahakama kilichopo wiki hii, asilimia 30 ya baraza ni wanawake. Kesi fulani inahitaji kwamba, kati ya wazee wa baraza 12, angalau watatu wawe wanawake. Ikiwa wazee wa baraza 12 watachaguliwa kwa nasibu kutoka katika kikundi hicho, kuna uwezekano kiasi gani kuwa litakuwa na vigezo vya kesi hii?","0.168","0.843","0.915","Jibu haliwezi kupatikana pasipo kujua ukubwa wa kikundi cha baraza la wazee wa mahakama.","D","C","C","bare_letter","False"
"Kampuni ya uwakala wa ajira imejikita katika kuwapangia wafanyakazi kazi ambazo zinaendana nao. Kutokana na uzoefu wa awali, kampuni inafahamu kwamba 20% ya wafanyakazi wote ambao huwapanga hawatakuwa tena kwenye nafasi ambazo walipangiwa baada ya mwaka mmoja, hata hivyo, 5% ya wale wanaobaki baada ya mwaka wa kwanza huondoka baada ya mwaka unaofuata. Mwanzoni mwa mwaka mwajiri anaajiri wafanyakazi 100 kwa kutumia kampuni hii ya uwakala, kisha mwanzoni mwa mwaka unaofuata mwajiri anaajiri wafanyakazi wengine 100. Je, kati ya hawa wafanyakazi 200 ni wangapi wanategemewa kuwa bado wanafanya kazi kufikia mwishoni mwa mwaka wa pili?","140","144","152","156","D","B","B","bare_letter","False"
"Mwandishi wa gazeti anachunguza ripoti za polisi kuhusu ajali za miezi 12 iliyopita ili kukusanya data kuhusu kasi ya gari na umbali wake wa kusimama. Kisha mwandishi aliunda mchoro wa utawanyaji (scatterplot) na kukokotoa kizidishi cha uwiano (correlation coefficient) ili kuonyesha uhusiano kati ya kasi ya gari na umbali wake wa kusimama. Huu ni mfano wa","utafiti wenye upofu wa pande mbili","utafiti wenye upofu wa pande moja","utafiti ambao hauhusishi upofu kabisa","utafiti wa kutazama","D","C","C","bare_letter","False"
"Kati ya hali hizi zifuatazo ni wakati gani muundo wa vipeo (binomial model) si muundo unaofaa katika kufafanua matokeo?","Idadi ya vichwa katika utupaji wa sarafu mara tatu","Idadi ya siku za mvua katika wiki husika","Idadi ya mabinti katika familia ya watoto watano","Idadi ya wanafunzi waliopo katika darasa la wanafunzi 22","B","B","B","bare_letter","True"
"Aina mbili zinazowezekana za uandishi wa hojaji ya ongezeko lililopendekezwa la bajeti ya shule ni kama ifuatavyo:","Ya kwanza inaonyesha 58% na ya pili 13% kwa sababu ya ukosefu wa nasibu kama ilivyothibitishwa katika uandishi wa maswali.","Ya kwanza inaonyesha 13% na ya pili 58% kwa sababu ya athari ya kipozauongo kutokana na namna ya uandishi wa amswali.","Ya kwanza inaonyesha 58% na ya pili 13% kwa sababu ya ukosefu wa kikundi kinachodhibitiwa.","Ya kwanza inaonyesha 58% na ya pili 13% kwa sababu ya upendeleo katika majibu kutokana na namna ya uandishi wa maswali.","D","B","B","bare_letter","False"
"Kampuni I inatengeneza fyuzi za vilipuzi ambazo zinaungua kwa wastani wa dakika 50 zikiwa na mkengeuko wa kawaida wa dakika 10, wakati kampuni II inatagaza fyuzi ambazo zinaungua kwa wastani wa dakika 55 zikiwa na mkengeuko wa kawaida wa dakika 5. Ni fyuzi ya kampuni gani ambayo ina uwezekano mkubwa wa kudumu kwa anagalau saa 1? Zingatia usambazaji wa kawaida wa muda wa kudumu kwa fyuzi.","Za kampuni I, kwa sababu zina mkengeuko wa kawaida mkubwa zaidi","Za kampuni II, kwa sababu ya wastani wake mkubwa","Za makampuni yote mawili, uwezekano wa fyuzi kudumu kwa angalau saa 1 ni 0.159","Za makampuni yote mawili, uwezekano wa fyuzi kudumu kwa angalau saa 1 ni 0.841","C","D","D","bare_letter","False"
"Katika sampuli ya nasibu ya wamiliki wa magari ya Toyota, 83 kati ya 112 walisema wameridhika na Toyota inayotumia tairi za mbele, wakati katika utafiti sawa na huo wa wamiliki wa Subaru, 76 kati ya 81 walisema wameridhika na Suabru zinazotumia tairi zote nne. 90% ya ukadiriajij wa utofauti wa uhakika (confidence interval estimate) wa utofauti katika uwiano baina ya wamiliki wa Toyota na Subaru ambao wameridhishwa na mfumo wao wa uendeshaji unaripotiwa kuwa ni -0.197 ± 0.081.  Je, lipi ni hitimisho linalofaa?","Utofauti si sahihi kwa sababu uwezekano hauwezi kuwa hasi.","Utofauti si sahihi kwa sababu haujumuishi sufuri.","Wamiliki wa Subaru wameridhika kwa takribani 19.7% na mfumo wao wa undeshaji kuliko wamiliki wa Toyota.","Tuna uhakika wa 90% kwamba utofauti katika uwiano baina ya wamiliki wa magari ya Toyota na Subaru ambao wameridhishwa na mifumo yao ya uendeshaji ni kati ya -0.278 na -0.116.","D","D","D","bare_letter","True"
"Ni maelezo gani kati ya haya yafuatayo kuhusu kizidishi cha uwiano ni ya kweli?","Kizidishi cha uwiano na mwinamo wa mstari unaorudi nyuma vinaweza kuwa na alama zinazotofautiana.","Uwiano wa 1 unaonyesha uhusiano sahihi wa sababu na athari baina ya vigeu.","Uwiano wa +0.87 na -0.87 unaonyesha nyuzi zile zile za kukusanyika karibu na mstari unaorudi nyuma.","Uwiano unatumika kwa usawa kabisa kwa data yenye kiasi na kategoria.","C","C","C","bare_letter","True"
"Bodi ya shule ya wilaya ya shule kubwa inapendekeza kanuni mpya ya mavazi kwa wanafunzi. baadhi ya wanafunzi wanahisi kwamba kanuni hii ya mavazi inawalenga wanafunzi wa kike isivyo sawa. Ili kuona kama kuna utofauti baina ya wavulana na wasichana katika kupinga kanuni mpya ya mavazi, wanafanya upigaji kura wa wavulani 60 waliochaguliwa kwa nasibu na wasichana 70 waliochaguliwa kwa nasibu katika wanafunzi wa sekondari yanjuu katika wilaya hiyo. Wanagundua kwamba wasichana 66 wanapinga kanuni hiyo ya mavazi na wavulana 50 wanapinga kanuni hiyo ya mavazi. Kati ya haya yafuatayo, ni maelezo gani ambayo yanafafanua kwa nini jaribio-z la uwiano wa pande mbili halifai?","Ukubwa wa sampuli unatofautiana.","Sampuli ni kubwa mno.","Idadi ya kufaulu na idadi ya kushindwa kwa makundi hayo mawili zote hazina ukubwa unaojitosheleza. ","Umbo la usambazaji wa idadi ya jumla halijulikani.","C","C","C","bare_letter","True"
"Kimiminio cha vinywaji baridi kinaweza kurekebishwa ili kiweze kutoa idadi yoyote ya aunsi iliyowekwa. Ikiwa mashine inafanya kazi kwa mkengeuko wa kawaida katika utoaji ambao ni sawa na aunsi 0.3, je, upi unapaswa kuwa mpangilio wa wastani ili kikombe cha aunsi 12 kiweze kujaa na kumwagika chini ya 1% ya muda? Chukulia kwamba usambazaji wa kawaida wa aunsi umetolewa.","Aunsi 12 - 0.99(0.3)","Aunsi 12 - 2.326(0.3)","Aunsi 12 - 2.576(0.3)","Aunsi 12 + 2.326(0.3)","B","C","C","bare_letter","False"
"Wastani wa idadi ya kalori katika vipande vya peremende vya Yum-Yum Good ni 210, na mkengeuko wa kawaida wa 10. Ikiwa idadi ya kalori kwa kila kipande cha peremende zimesambazwa kwa kawaida, ni asilimia ngapi za vipande vya peremende vina zaidi ya kalori 225?","66.80%","47.70%","43.30%","6.68%","D","A","A","bare_letter","False"
"Wastani wa mahitaji ya kila siku ya mkate katika bekari ni mikate 2,500, kukiwa mkengeuko wa kawaida wa mikate 225. Kila asubuhi bekari uoka mikate 3,000. Je, upi ni uwezekano wa kuishiwa mikate siku ya leo? Chukulia kwamba wastani wa mahitaji ya kila siku ya mikate katika bekari hii umesambazwa kwa kawaida.","0.8333","0.1667","0.9869","0.0132","D","B","B","bare_letter","False"
"Kete mbili zinaviringishwa kwa pamoja. Ikiwa kete zote zitaonyesha 6, basi mchezaji anajishindia $20; vinginevyo mchezaji anapoteza mchezo. Inagharimu $2.00 kucheza mchezo huo. Je, upi ni uwezekano wa kupata au kupoteza kwa kila mchezo?","Mchezaji atapata kiasi cha $0.55.","Mchezaji atapata kiasi cha $1.44.","Mchezaji atapoteza kiasi cha $0.55.","Mchezaji atapoteza kiasi cha $1.44.","D","D","D","bare_letter","True"
"Fikiria kwamba unarusha kete ya usawa mara tatu na inatokea ikiwa na namba shufa. Ni maelezo gani kati ya haya ni ya kweli?","Kwa kanuni ya namba kubwa, urushaji unaofuata una uwezekano mkubwa wa kutoa namba witiri kuliko namba shufa.","Kwa mujibu wa vigezo vya uwezekano unaotegemea hali urushaji unaofuata una uwezekano mkubwa wa kutoa namba shufa ikizingatiwa kuwa tatu mfululizo zimekuwa shufa,","Kwa kweli kete huwa zina kumbukumbu, na kwa hiyo namba ambayo inafuata katika urushaji unaofuata itachochewa na urushaji uliopita.","Uwezekano kwamba urushaji unaofuata kwa mara nyingine utakuwa shufa ni 0.5.","D","B","B","bare_letter","False"
"Teksi katika eneo la mji mkuu huendeshwa kwa wastani wa maili 75,000 kwa mwaka kukiwa na mkengeuko wa kawaida wa maili 12,000. Uwezekano ni upi kwamba teksi iliyochaguliwa kwa nasibu itakuwa imeendeshwa kwa chini ya maili 100,000 ikiwa kama inafahamika kuwa imeendeshwa kwa zaidi ya maili 80,000? Chukulia kwamba usambazaji wa kawaida wa maili kwa mwaka baina ya teksi.","0.06","0.34","0.66","0.94","D","C","C","bare_letter","False"
"Ofisi ya msajili katika chuo kikuu imegundua kwamba idadi kubwa ya wanafunzi wanashindwa kutoa taarifa ya mabadiliko ya anwani. Msajili anaamua kuchukua sampuli ya wanafunzi 150 kwa nasibu kutoka katika orodha ya sasa ya wanafunzi na kubaini idadi ya wanafunzi wenye anwani sahihi katika kumbukumbu hiyo. Kisha anatumia taarifa hii kuunda utofauti wa uhakika wa asilimia 95. Kati ya maelezo haya, ni maelezo gani ni lazima yawe ya kweli?","Uwiano wa halisi wa wanafunzi katika chuo kikuu wenye anwani sahihi katika kumbukumbu uko ndani ya utofauti wa uhakika ulioundwa.","Asilimia tisini na tano ya wanafunzi wa chuo kikuu wana anwani sahihi katika kumbukumbu.","Uwiano halisi wa wanafunzi katika chuo kikuu wenye anwani sahihi katika kumbukumbu uko ndani ya utofauti wa uhakika kwa asilimia 95 kwa wakati wote.","Uwiano wa sampuli ya wanafunzi katika chuo kikuu wenye anwani sahihi katika kumbukumbu uko ndani ya utofauti wa uhakika.","D","C","C","bare_letter","False"
"Mwanabotania anavutiwa na kupima H0: μ = 3.5 sm dhidi ya Ha: μ > 3.5, ambapo μ = wastani wa urefu wa petali wa jamii moja ya maua. Sampuli ya nasibu ya petali 50 inatoa matokeo muhimu kwa kiwango cha asilimia 5 ya umuhimu. Ni maelezo gani kati ya haya kuhusu utofauti wa uhakika wa kukadiria wastani wa urefu wa petali ni ya kweli?","Urefu wa wastani uliotajwa wa 3.5 sm uko ndani ya asilimia 90 za utofauti wa uhakika.","Urefu wa wastani uliotajwa wa 3.5 sm hauko ndani ya asilimia 90 za utofauti wa uhakika.","Urefu wa wastani uliotajwa wa 3.5 sm ni chini ya kikomo cha chini cha asilimia 90 za utofauti wa uhakika.","Urefu wa wastani uliotajwa wa 3.5 sm ni chini ya kikomo cha chini cha asilimia 95 za utofauti wa uhakika.","B","A","A","bare_letter","False"
"Daktari wa meno amegundua kwamba kiasi cha watoto wawili kati saba ambao anawahudumia kitaalamu wanapata mapengo kabla ya kufikisha umri wa miaka 10. Wiki iliyopita alichunguza meno ya watoto watano wasio na uhusiano ambao umri wao ni chini ya miaka 10. Tuchukulie X kuwa idadi ya watoto ambao wanapata mapengo kabla ya kufikisha umri wa miaka 10. Ni ipi kati ya hizi zifuatazo inatoa uwezekano wa kwamba angalau mmoja atapata pengo kabla ya kufikisha umri wa miaka 10?","P(X = 2, 3, 4, 5, 6, 7)","P(X = 2 kati ya 7)","P(X = 1)","1 – P(X = 0)","D","D","D","bare_letter","True"
"Kati ya haya yafutayo kipi SIO ukweli wa namba tegemezi ya usambazaji wa uwezekano wa χ2 (χ2 probability distribution function)?","Eneo lililopo chini ya mchirizo wa χ2 ni 1.","χ2 imefafanuliwa tu kwa vigeu ambavyo thamani yake si hasi.","Kwa kiasi kidogo cha uhuru, mchirizo huonyesha mistari tengano inayoelekea kulia kwa kiasi kikubwa.","Kwa α ile ile, kwa kadiri idadi ya kiasi cha uhuru kinavyoongezeka, thamani ya kipeo cha eneo la kukataliwa huongezeka.","D","A","A","bare_letter","False"
"Uhusiano kati ya bei ya kuuza gari (katika $1,000) na umri wake (katika miaka) hukadiriwa kutoka katika sampuli ya nasibu ya magari ya mtindo fulani. Uhusiano hutolewa kwa fomyula ifuatayo: Bei ya kuuza = 15.9 – 0.983 (umri). Kipi kati ya haya ayfuatayo kinaweza kuhitimisha mliganyo huu?","Kwa kila mwaka ambapo gari huzeeka, bei ya kuuza hupungua kwa kiasi cha asilimia 9.83.","Gari jipya linagharimu wastani wa $9,830.","Kwa kila mwaka ambapo gari huzeeka, bei ya kuuza hupungua kwa takribani $1,590.","Kwa kila mwaka ambapo gari huzeeka, bei ya kuuza hupungua kwa takribani $983.","D","C","C","bare_letter","False"
"Zingatia jaribio la nadharia tete lenye : μ = 70 na Ha : μ < 70. Ni machaguo gani ya kiwango cha umuhimu na matokeo ya ukubwa wa sampuli katika uwezo mkubwa wa jaribio wakati μ = 65?","α = 0.05, n = 15","α = 0.01, n = 15","α = 0.05, n = 30","α = 0.01, n = 30","C","C","C","bare_letter","True"
"Mkulima anayefunga kuku kwa ajili ya kuzalisha mayai anataka mayai yake yawe na masi ya gramu 56. Anazingatia kununua aina tofauti ya kuku, hivyo anachukua sampuli ya mayai 18 kwa nasibu ambayo yametagwa na kuku wa aina hii. Usambazaji wa masi ni kwa ulinganifu na wenye umbo la tuta na wastani wa gramu 54.1 na hakuna iliyotoka nje ya mstari. Mkulima alifanya jaribio-t ili kuona kama kuna ushahidi wa kwamba mayai yanayotoka kwa kuku hawa yana wastani wa masi ambao ni tofauti na gramu 56 na alipata jaribio la takwimu la t= -1.973. Ikiwa atatumia kiwango cha umuhimu cha 5%, ni hitimisho gani ambalo ni sahihi na lenye kuleta maana?","Kwa sababu ni kubwa kupita kiasi kuliko ±1.96, anapaswa kukataa nadharia tete batili. Ana ushahidi wenye ushawishi katika kiwango cha umuhimu cha 5% ya kwamba wastani wa masi ya mayai kutoka katika kuku hawa ni tofauti na gramu 56.","Kwa sababu si kubwa sana kuliko thamani ya kipeo cha t kwa nyuzi 17 za uhuru, anapaswa kukataa nadharia tete batili. Hana ushahidi wenye ushawishi katika kiwango cha umuhimu cha 5% ya kwamba wastani wa masi ya mayai kutoka kwa kuku hawa ni tofauti na gramu 56.","Kwa sababu si kubwa sana kuliko thamani ya kipeo cha t kwa nyuzi 18 za uhuru, anapaswa kukataa nadharia tete batili. Hana ushahidi wenye ushawishi katika kiwango cha umuhimu cha 5% ya kwamba wastani wa masi ya mayai kutoka kwa kuku hawa ni tofauti na gramu 56.","Kwa sababu ni kubwa sana zaidi ya thamani ya kipeu cha t kwa nyuzi 18 za uhuru, anapaswa kukataa nadharia tete batili. Hana ushahidi wenye ushawishi katika kiwango cha umuhimu cha 5% ya kwamba wastani wa masi ya mayai kutoka kwa kuku hawa ni tofauti na gramu 56.","B","A","A","bare_letter","False"
"Mwanakamati wa shule anashawishi kuongezwa kwa kodi ya mafuta ya gari ili kuuwezesha mfumo wa shule wa kaunti. Gazeti la eneo hilo lilifanya utafiti wa wakazi wa kaunti ili kutathmini uungaji wao mkono wa ongezeko la namna hii. Je, ni kikundi gani cha idadi ya watu kinacholengwa?","Watoto wote wenye umri wa kwenda shule","Wakazi wote wa kaunti","Wakazi wote wa kaunti wenye watoto wenye umri wa kwenda shule","Wakazi wote wa kaunti wenye watoto katika mfumo wa shule wa kaunti","B","B","B","bare_letter","True"
"Ili kutafiti maoni ya wanafunzi katika shule yako ya sekondari ya juu, mtafiti anapanga kuchagua kila mwanafunzi wa ishirini na tano anayeingia shuleni asubuhi. Fikiria kwamba hakuna aliyekosa shule, je, njia hii italeta sampuli rahisi ya nasibu ya wanafunzi wanaohudhuria shuleni kwako?","Ndiyo, kwa sababu kila mwanafunzi ana nafasi sawa ya kuchaguliwa.","Ndiyo, lakini iwapo tu kuna njia moja ya kuingia shuleni.","Ndiyo, kwa sababu wanafunzi 24 kati ya 25 ambao hawajachaguliwa wataunda kikundi cha udhibiti.","Hapana, kwa sababu si kila sampuli ya ukubwa uliolengwa ina nafasi sawa ya kuchaguliwa.","D","D","D","bare_letter","True"
"Ni maelezo gani kati ya yafuatayo ni ya kweli?","Ingawa majaribio yaliyoundwa ipasavyo yanaweza kupendekeza uhusiano wa sababu-na-athari, sensa kamili ndiyo njia pekee ya kuanzisha uhusiano kama huo.","Ikiwa yataundwa ipasavyo, utafiti wa kutazama unaweza kuanzisha uhusiano wa sababu-na-athari ambao ni thabiti sawa na ule wa majaribio yaliyoundwa ipasavyo.","Majaribio yaliyodhibitiwa mara nyingi hufanyika baadaye ili kuanzisha kwanza uhusiano wa sababu-na-athari uliopendekezwa na utafiti wa kutazama.","Mbinu muhimu ya kuepuka upendeleo katika tafiti za kutazama ni kuongeza ukubwa wa sampuli.","C","B","B","bare_letter","False"
"Kituo cha kuhudumia magari hubadilisha mafuta na tairi, na pia kutoa huduma zingine. Asilimia sitini ya wateja wake huomba kubadilishiwa mafuta, asilimia 30 huomba kubadilishiwa tairi na asilimia 10 huomba yote. Mteja anaomba kubadilishiwa mafuta. Kuna uwezekano kiasi gani kwamba mteja huyu hataomba kubadilishiwa tairi?","0.42","0.5","0.7","0.833","D","C","C","bare_letter","False"
"Ni maelezo gani kati ya haya yafuatayo si sahihi?","Kama ilivyo kwa usambazaji wa kawaida, usambazaji wa t ni linganifu.","Usambazaji wa t uko chini ya wastani na juu ya mwenge (tail), na hivyo umetawanywa zaidi kuliko usambazaji wa kawaida.","Jinsi df inavyokuwa kubwa, ndivyo usambazaji wa t unavyokaribiana na usambazaji wa kawaida.","Jinsi df inavyokuwa ndogo, ndivyo Kanuni ya 68-95-99.7 hufanya kazi kwa ubora kwa muundo-t.","D","C","C","bare_letter","False"
"Kituo cha dialisisi ya figo hukagua sampuli ya vifaa vyake kila mara na kufanya urekebishaji wa vipimo iwapo vipimo viko nje ya lengo. Vile vile, kiwanda cha kutengeneza vitambaa kila mara hukagua vipimo vya taulo zinazotoka katika eneo la uzalishaji na kusimamisha uzalishaji ikiwa vipimo viko nje ya lengo kwa kiasi kikubwa. Katika hali zote mbili, tuna nadharia tete batili ya kwamba kifaa kinafanya kazi kwa kuridhisha. Kwa kila hali, ni jambo gani lenye kutia wasiwasi zaidi, kosa Aina I au Aina II?","Kituo cha dialisisi: Kosa Aina I, mtengeneza taulo: Kosa Aina I","Kituo cha dialisisi: Kosa Aina I, mtengeneza taulo: Kosa Aina II","Kituo cha dialisisi: Kosa Aina II, mtengeneza taulo: Kosa Aina I","Kituo cha dialisisi: Kosa Aina II, mtengeneza taulo: Kosa Aina II","C","C","C","bare_letter","True"
"Kampuni yenye ofisi katika nchi tano tofauti inavutiwa na kukadiria uwiano wa wafanyakazi wake kwa lengo la kuzuia uvutaji wa sigara katika maeneo ya ofisi. Inajulikana kuwa maoni ya watu kutoka nchi mbalimbali kuhusu masuala kama vile uvutaji sigara huwa yanatofautiana kutokana na ushawishi wa miundo tofauti ya kijamii. Ni ipi kati ya zifuatazo ni mbinu inayofaa ya kuchukua sampuli ya kutumia katika hali hii, na kwa nini?","Sampuli yenye matabaka, kwa sababu idadi ya watu imegawanya katika matabaka matano —ambayo ni, ofisi tano katika nchi tano tofauti","Sampuli ya kishada, kwa sababu idadi ya watu imegawanywa katika vishada vitano —ambavyo ni, ofisi tano katika nchi tano tofauti","Sampuli rahisi ya nasibu, kwa sababu hii ndio njia rahisi zaidi ya kuunda sampuli","Sampuli rahisi ya nasibu, kwa sababu ndio njia pekee ambayo hutoa matokeo yasiyokuwa na upendeleo","A","A","A","bare_letter","True"
"Semir hubiringisha kete yenye pande sita kila asubuhi ili kubaini kipi ambacho ale kama kifungua kinywa. Ikiwa atabiringisha 1 au 2, huchukua muda kupika yeye mwenyewe kifungua kinywa kikubwa. Ikiwa atabiringisha 3 au kubwa zaidi hupata kifungua kinywa chepesi. Anapojipikia kifungua kinywa kikubwa, kuna nafasi ya 15% kuwa atachelewa shuleni. Ikiwa atapata kifungua kinywa chepesi, kuna nafasi ya 6% kuwa atachelewa shuleni. Je, uwezekano ni upi kuwa Semir atawahi shule katika siku yoyote?","0.09","0.21","0.8","0.91","D","C","C","bare_letter","False"
